Tue Aug  4 14:59:42 2020
Program 4: 60s Stillstand
{'Time': 9646, 'Left_wheel_dist': 0, 'Right_wheel_dist': 0, 'IMU_roll': 0.00, 'IMU_pitch': -0.01, 'IMU_yaw': 2.85, 'IMU_Acc_x': -0.22, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 19, 'Acc_Accu': 1135}
{'Time': 26668, 'Left_wheel_dist': 5793, 'Right_wheel_dist': 2690, 'IMU_roll': -0.02, 'IMU_pitch': 0.05, 'IMU_yaw': 1.97, 'IMU_Acc_x': 0.19, 'IMU_Acc_y': -0.51, 'IMU_Acc_z': 10.02, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 26765, 'Left_wheel_dist': 5828, 'Right_wheel_dist': 2690, 'IMU_roll': -0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 2.04, 'IMU_Acc_x': 0.43, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.90, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 26863, 'Left_wheel_dist': 5865, 'Right_wheel_dist': 2692, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 2.12, 'IMU_Acc_x': 0.35, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.74, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 26970, 'Left_wheel_dist': 5904, 'Right_wheel_dist': 2692, 'IMU_roll': -0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 2.20, 'IMU_Acc_x': 0.34, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.89, 'Loop_dt': 19, 'Acc_Accu': 10}
{'Time': 27066, 'Left_wheel_dist': 5942, 'Right_wheel_dist': 2692, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 2.28, 'IMU_Acc_x': 0.13, 'IMU_Acc_y': -0.12, 'IMU_Acc_z': 9.66, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 27164, 'Left_wheel_dist': 5979, 'Right_wheel_dist': 2692, 'IMU_roll': -0.07, 'IMU_pitch': 0.02, 'IMU_yaw': 2.36, 'IMU_Acc_x': -0.05, 'IMU_Acc_y': -1.62, 'IMU_Acc_z': 10.08, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 27271, 'Left_wheel_dist': 6005, 'Right_wheel_dist': 2690, 'IMU_roll': -0.01, 'IMU_pitch': 0.01, 'IMU_yaw': 2.45, 'IMU_Acc_x': 0.04, 'IMU_Acc_y': 0.62, 'IMU_Acc_z': 9.54, 'Loop_dt': 19, 'Acc_Accu': 10}
{'Time': 27369, 'Left_wheel_dist': 6033, 'Right_wheel_dist': 2688, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 2.53, 'IMU_Acc_x': 0.40, 'IMU_Acc_y': -0.31, 'IMU_Acc_z': 9.83, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 27467, 'Left_wheel_dist': 6066, 'Right_wheel_dist': 2688, 'IMU_roll': -0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 2.62, 'IMU_Acc_x': 0.16, 'IMU_Acc_y': 0.13, 'IMU_Acc_z': 9.75, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 27566, 'Left_wheel_dist': 6096, 'Right_wheel_dist': 2686, 'IMU_roll': -0.03, 'IMU_pitch': 0.01, 'IMU_yaw': 2.72, 'IMU_Acc_x': 0.17, 'IMU_Acc_y': -0.38, 'IMU_Acc_z': 9.80, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 27663, 'Left_wheel_dist': 6125, 'Right_wheel_dist': 2684, 'IMU_roll': -0.05, 'IMU_pitch': 0.03, 'IMU_yaw': 2.80, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': -0.35, 'IMU_Acc_z': 9.81, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 27768, 'Left_wheel_dist': 6153, 'Right_wheel_dist': 2684, 'IMU_roll': -0.01, 'IMU_pitch': 0.00, 'IMU_yaw': 2.89, 'IMU_Acc_x': -0.08, 'IMU_Acc_y': -0.42, 'IMU_Acc_z': 9.77, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 27867, 'Left_wheel_dist': 6177, 'Right_wheel_dist': 2684, 'IMU_roll': -0.02, 'IMU_pitch': -0.00, 'IMU_yaw': 2.99, 'IMU_Acc_x': 0.03, 'IMU_Acc_y': -0.27, 'IMU_Acc_z': 9.77, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 27966, 'Left_wheel_dist': 6197, 'Right_wheel_dist': 2679, 'IMU_roll': -0.07, 'IMU_pitch': -0.01, 'IMU_yaw': 3.05, 'IMU_Acc_x': -0.18, 'IMU_Acc_y': -0.38, 'IMU_Acc_z': 9.89, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 28064, 'Left_wheel_dist': 6210, 'Right_wheel_dist': 2675, 'IMU_roll': -0.04, 'IMU_pitch': 0.00, 'IMU_yaw': 3.10, 'IMU_Acc_x': -0.21, 'IMU_Acc_y': -0.65, 'IMU_Acc_z': 9.85, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 28170, 'Left_wheel_dist': 6216, 'Right_wheel_dist': 2671, 'IMU_roll': -0.02, 'IMU_pitch': 0.04, 'IMU_yaw': 3.14, 'IMU_Acc_x': 0.34, 'IMU_Acc_y': -0.12, 'IMU_Acc_z': 9.76, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 28267, 'Left_wheel_dist': 6229, 'Right_wheel_dist': 2671, 'IMU_roll': 0.01, 'IMU_pitch': 0.09, 'IMU_yaw': 3.17, 'IMU_Acc_x': 0.65, 'IMU_Acc_y': -0.00, 'IMU_Acc_z': 9.74, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 28365, 'Left_wheel_dist': 6249, 'Right_wheel_dist': 2671, 'IMU_roll': -0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 3.21, 'IMU_Acc_x': 0.60, 'IMU_Acc_y': -0.15, 'IMU_Acc_z': 9.76, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 28465, 'Left_wheel_dist': 6275, 'Right_wheel_dist': 2677, 'IMU_roll': -0.02, 'IMU_pitch': 0.05, 'IMU_yaw': 3.27, 'IMU_Acc_x': 0.32, 'IMU_Acc_y': 0.14, 'IMU_Acc_z': 9.67, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 28570, 'Left_wheel_dist': 6301, 'Right_wheel_dist': 2688, 'IMU_roll': -0.05, 'IMU_pitch': 0.03, 'IMU_yaw': 3.32, 'IMU_Acc_x': 0.18, 'IMU_Acc_y': -0.73, 'IMU_Acc_z': 10.01, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 28669, 'Left_wheel_dist': 6325, 'Right_wheel_dist': 2701, 'IMU_roll': -0.03, 'IMU_pitch': 0.02, 'IMU_yaw': 3.35, 'IMU_Acc_x': 0.23, 'IMU_Acc_y': -0.37, 'IMU_Acc_z': 9.60, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 28768, 'Left_wheel_dist': 6347, 'Right_wheel_dist': 2719, 'IMU_roll': -0.07, 'IMU_pitch': -0.01, 'IMU_yaw': 3.37, 'IMU_Acc_x': -0.02, 'IMU_Acc_y': -0.58, 'IMU_Acc_z': 9.87, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 28867, 'Left_wheel_dist': 6367, 'Right_wheel_dist': 2738, 'IMU_roll': -0.01, 'IMU_pitch': -0.00, 'IMU_yaw': 3.41, 'IMU_Acc_x': 0.04, 'IMU_Acc_y': -0.28, 'IMU_Acc_z': 9.77, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 28967, 'Left_wheel_dist': 6382, 'Right_wheel_dist': 2756, 'IMU_roll': -0.01, 'IMU_pitch': -0.00, 'IMU_yaw': 3.44, 'IMU_Acc_x': -0.07, 'IMU_Acc_y': -0.15, 'IMU_Acc_z': 9.77, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 29066, 'Left_wheel_dist': 6397, 'Right_wheel_dist': 2771, 'IMU_roll': -0.01, 'IMU_pitch': 0.00, 'IMU_yaw': 3.46, 'IMU_Acc_x': 0.04, 'IMU_Acc_y': 0.14, 'IMU_Acc_z': 9.80, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 29165, 'Left_wheel_dist': 6415, 'Right_wheel_dist': 2786, 'IMU_roll': 0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.49, 'IMU_Acc_x': 0.17, 'IMU_Acc_y': -0.16, 'IMU_Acc_z': 9.79, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 29273, 'Left_wheel_dist': 6434, 'Right_wheel_dist': 2802, 'IMU_roll': -0.00, 'IMU_pitch': -0.02, 'IMU_yaw': 3.50, 'IMU_Acc_x': -0.05, 'IMU_Acc_y': -0.14, 'IMU_Acc_z': 9.76, 'Loop_dt': 19, 'Acc_Accu': 10}
{'Time': 29371, 'Left_wheel_dist': 6450, 'Right_wheel_dist': 2812, 'IMU_roll': -0.03, 'IMU_pitch': -0.04, 'IMU_yaw': 3.52, 'IMU_Acc_x': -0.42, 'IMU_Acc_y': -0.01, 'IMU_Acc_z': 9.84, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 29470, 'Left_wheel_dist': 6460, 'Right_wheel_dist': 2821, 'IMU_roll': 0.01, 'IMU_pitch': -0.02, 'IMU_yaw': 3.53, 'IMU_Acc_x': -0.33, 'IMU_Acc_y': 0.00, 'IMU_Acc_z': 9.74, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 29569, 'Left_wheel_dist': 6467, 'Right_wheel_dist': 2826, 'IMU_roll': -0.03, 'IMU_pitch': -0.01, 'IMU_yaw': 3.53, 'IMU_Acc_x': -0.12, 'IMU_Acc_y': -0.01, 'IMU_Acc_z': 9.80, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 29666, 'Left_wheel_dist': 6471, 'Right_wheel_dist': 2830, 'IMU_roll': 0.01, 'IMU_pitch': 0.01, 'IMU_yaw': 3.52, 'IMU_Acc_x': -0.02, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.83, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 29771, 'Left_wheel_dist': 6476, 'Right_wheel_dist': 2834, 'IMU_roll': -0.00, 'IMU_pitch': 0.00, 'IMU_yaw': 3.53, 'IMU_Acc_x': 0.01, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.76, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 29870, 'Left_wheel_dist': 6480, 'Right_wheel_dist': 2839, 'IMU_roll': 0.00, 'IMU_pitch': -0.02, 'IMU_yaw': 3.55, 'IMU_Acc_x': -0.05, 'IMU_Acc_y': 0.02, 'IMU_Acc_z': 9.79, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 29967, 'Left_wheel_dist': 6484, 'Right_wheel_dist': 2841, 'IMU_roll': 0.00, 'IMU_pitch': -0.02, 'IMU_yaw': 3.57, 'IMU_Acc_x': -0.18, 'IMU_Acc_y': 0.16, 'IMU_Acc_z': 9.77, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 30073, 'Left_wheel_dist': 6487, 'Right_wheel_dist': 2841, 'IMU_roll': -0.05, 'IMU_pitch': 0.00, 'IMU_yaw': 3.55, 'IMU_Acc_x': -0.17, 'IMU_Acc_y': -0.39, 'IMU_Acc_z': 9.77, 'Loop_dt': 19, 'Acc_Accu': 10}
{'Time': 30171, 'Left_wheel_dist': 6484, 'Right_wheel_dist': 2839, 'IMU_roll': 0.02, 'IMU_pitch': 0.00, 'IMU_yaw': 3.55, 'IMU_Acc_x': -0.02, 'IMU_Acc_y': -0.04, 'IMU_Acc_z': 9.79, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 30267, 'Left_wheel_dist': 6484, 'Right_wheel_dist': 2839, 'IMU_roll': -0.01, 'IMU_pitch': 0.01, 'IMU_yaw': 3.57, 'IMU_Acc_x': 0.12, 'IMU_Acc_y': 0.09, 'IMU_Acc_z': 9.82, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 30371, 'Left_wheel_dist': 6484, 'Right_wheel_dist': 2839, 'IMU_roll': -0.01, 'IMU_pitch': 0.02, 'IMU_yaw': 3.56, 'IMU_Acc_x': 0.11, 'IMU_Acc_y': -0.12, 'IMU_Acc_z': 9.79, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 30469, 'Left_wheel_dist': 6484, 'Right_wheel_dist': 2839, 'IMU_roll': 0.00, 'IMU_pitch': 0.01, 'IMU_yaw': 3.56, 'IMU_Acc_x': 0.07, 'IMU_Acc_y': 0.03, 'IMU_Acc_z': 9.78, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 30566, 'Left_wheel_dist': 6484, 'Right_wheel_dist': 2839, 'IMU_roll': 0.01, 'IMU_pitch': 0.01, 'IMU_yaw': 3.56, 'IMU_Acc_x': 0.05, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.80, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 30671, 'Left_wheel_dist': 6484, 'Right_wheel_dist': 2839, 'IMU_roll': -0.00, 'IMU_pitch': 0.01, 'IMU_yaw': 3.56, 'IMU_Acc_x': 0.06, 'IMU_Acc_y': -0.05, 'IMU_Acc_z': 9.77, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 30769, 'Left_wheel_dist': 6484, 'Right_wheel_dist': 2839, 'IMU_roll': -0.00, 'IMU_pitch': 0.00, 'IMU_yaw': 3.53, 'IMU_Acc_x': 0.03, 'IMU_Acc_y': -0.03, 'IMU_Acc_z': 9.80, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 30873, 'Left_wheel_dist': 6484, 'Right_wheel_dist': 2839, 'IMU_roll': -0.01, 'IMU_pitch': 0.01, 'IMU_yaw': 3.57, 'IMU_Acc_x': 0.06, 'IMU_Acc_y': -0.02, 'IMU_Acc_z': 9.79, 'Loop_dt': 19, 'Acc_Accu': 10}
{'Time': 30970, 'Left_wheel_dist': 6484, 'Right_wheel_dist': 2839, 'IMU_roll': -0.00, 'IMU_pitch': 0.01, 'IMU_yaw': 3.55, 'IMU_Acc_x': 0.05, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.79, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 31068, 'Left_wheel_dist': 6484, 'Right_wheel_dist': 2839, 'IMU_roll': -0.01, 'IMU_pitch': 0.01, 'IMU_yaw': 3.53, 'IMU_Acc_x': 0.03, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.80, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 31172, 'Left_wheel_dist': 6484, 'Right_wheel_dist': 2839, 'IMU_roll': -0.02, 'IMU_pitch': 0.01, 'IMU_yaw': 3.57, 'IMU_Acc_x': 0.10, 'IMU_Acc_y': -0.09, 'IMU_Acc_z': 9.79, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 31268, 'Left_wheel_dist': 6484, 'Right_wheel_dist': 2839, 'IMU_roll': 0.01, 'IMU_pitch': 0.02, 'IMU_yaw': 3.57, 'IMU_Acc_x': 0.08, 'IMU_Acc_y': -0.00, 'IMU_Acc_z': 9.81, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 31373, 'Left_wheel_dist': 6484, 'Right_wheel_dist': 2839, 'IMU_roll': -0.01, 'IMU_pitch': 0.02, 'IMU_yaw': 3.56, 'IMU_Acc_x': 0.12, 'IMU_Acc_y': 0.01, 'IMU_Acc_z': 9.79, 'Loop_dt': 19, 'Acc_Accu': 10}
{'Time': 31470, 'Left_wheel_dist': 6484, 'Right_wheel_dist': 2841, 'IMU_roll': -0.01, 'IMU_pitch': -0.01, 'IMU_yaw': 3.54, 'IMU_Acc_x': -0.08, 'IMU_Acc_y': -0.25, 'IMU_Acc_z': 9.78, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 31568, 'Left_wheel_dist': 6484, 'Right_wheel_dist': 2841, 'IMU_roll': -0.01, 'IMU_pitch': 0.01, 'IMU_yaw': 3.56, 'IMU_Acc_x': -0.05, 'IMU_Acc_y': 0.15, 'IMU_Acc_z': 9.81, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 31673, 'Left_wheel_dist': 6484, 'Right_wheel_dist': 2841, 'IMU_roll': 0.00, 'IMU_pitch': 0.01, 'IMU_yaw': 3.56, 'IMU_Acc_x': 0.08, 'IMU_Acc_y': -0.02, 'IMU_Acc_z': 9.79, 'Loop_dt': 19, 'Acc_Accu': 10}
{'Time': 31769, 'Left_wheel_dist': 6487, 'Right_wheel_dist': 2841, 'IMU_roll': 0.00, 'IMU_pitch': 0.01, 'IMU_yaw': 3.57, 'IMU_Acc_x': 0.05, 'IMU_Acc_y': -0.05, 'IMU_Acc_z': 9.78, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 31875, 'Left_wheel_dist': 6487, 'Right_wheel_dist': 2841, 'IMU_roll': 0.00, 'IMU_pitch': -0.00, 'IMU_yaw': 3.56, 'IMU_Acc_x': 0.08, 'IMU_Acc_y': 0.02, 'IMU_Acc_z': 9.80, 'Loop_dt': 19, 'Acc_Accu': 10}
{'Time': 31971, 'Left_wheel_dist': 6487, 'Right_wheel_dist': 2841, 'IMU_roll': -0.02, 'IMU_pitch': 0.01, 'IMU_yaw': 3.57, 'IMU_Acc_x': -0.11, 'IMU_Acc_y': -0.19, 'IMU_Acc_z': 9.77, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 32068, 'Left_wheel_dist': 6487, 'Right_wheel_dist': 2841, 'IMU_roll': 0.00, 'IMU_pitch': 0.00, 'IMU_yaw': 3.56, 'IMU_Acc_x': -0.05, 'IMU_Acc_y': 0.00, 'IMU_Acc_z': 9.76, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 32173, 'Left_wheel_dist': 6487, 'Right_wheel_dist': 2839, 'IMU_roll': -0.04, 'IMU_pitch': -0.01, 'IMU_yaw': 3.54, 'IMU_Acc_x': 0.05, 'IMU_Acc_y': -0.31, 'IMU_Acc_z': 9.82, 'Loop_dt': 20, 'Acc_Accu': 10}
{'Time': 32269, 'Left_wheel_dist': 6484, 'Right_wheel_dist': 2839, 'IMU_roll': 0.00, 'IMU_pitch': 0.03, 'IMU_yaw': 3.55, 'IMU_Acc_x': 0.10, 'IMU_Acc_y': -0.02, 'IMU_Acc_z': 9.80, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 32375, 'Left_wheel_dist': 6482, 'Right_wheel_dist': 2836, 'IMU_roll': 0.01, 'IMU_pitch': 0.00, 'IMU_yaw': 3.56, 'IMU_Acc_x': -0.16, 'IMU_Acc_y': 0.15, 'IMU_Acc_z': 9.79, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 32474, 'Left_wheel_dist': 6480, 'Right_wheel_dist': 2832, 'IMU_roll': -0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.58, 'IMU_Acc_x': 0.21, 'IMU_Acc_y': 0.03, 'IMU_Acc_z': 9.81, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 32571, 'Left_wheel_dist': 6480, 'Right_wheel_dist': 2832, 'IMU_roll': -0.03, 'IMU_pitch': 0.01, 'IMU_yaw': 3.54, 'IMU_Acc_x': 0.30, 'IMU_Acc_y': -0.24, 'IMU_Acc_z': 9.79, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 32668, 'Left_wheel_dist': 6478, 'Right_wheel_dist': 2830, 'IMU_roll': 0.03, 'IMU_pitch': 0.01, 'IMU_yaw': 3.57, 'IMU_Acc_x': -0.10, 'IMU_Acc_y': 0.05, 'IMU_Acc_z': 9.78, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 32772, 'Left_wheel_dist': 6478, 'Right_wheel_dist': 2830, 'IMU_roll': -0.01, 'IMU_pitch': 0.01, 'IMU_yaw': 3.55, 'IMU_Acc_x': 0.20, 'IMU_Acc_y': -0.26, 'IMU_Acc_z': 9.80, 'Loop_dt': 19, 'Acc_Accu': 10}
{'Time': 32868, 'Left_wheel_dist': 6478, 'Right_wheel_dist': 2832, 'IMU_roll': 0.01, 'IMU_pitch': -0.01, 'IMU_yaw': 3.57, 'IMU_Acc_x': -0.09, 'IMU_Acc_y': 0.03, 'IMU_Acc_z': 9.82, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 32973, 'Left_wheel_dist': 6478, 'Right_wheel_dist': 2830, 'IMU_roll': -0.04, 'IMU_pitch': -0.00, 'IMU_yaw': 3.57, 'IMU_Acc_x': -0.16, 'IMU_Acc_y': -0.20, 'IMU_Acc_z': 9.79, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 33073, 'Left_wheel_dist': 6471, 'Right_wheel_dist': 2828, 'IMU_roll': 0.01, 'IMU_pitch': -0.04, 'IMU_yaw': 3.55, 'IMU_Acc_x': -0.38, 'IMU_Acc_y': -0.02, 'IMU_Acc_z': 9.77, 'Loop_dt': 20, 'Acc_Accu': 9}
{'Time': 33172, 'Left_wheel_dist': 6463, 'Right_wheel_dist': 2819, 'IMU_roll': -0.01, 'IMU_pitch': -0.01, 'IMU_yaw': 3.54, 'IMU_Acc_x': -0.15, 'IMU_Acc_y': -0.05, 'IMU_Acc_z': 9.82, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 33271, 'Left_wheel_dist': 6454, 'Right_wheel_dist': 2812, 'IMU_roll': -0.00, 'IMU_pitch': -0.00, 'IMU_yaw': 3.51, 'IMU_Acc_x': 0.01, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.78, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 33371, 'Left_wheel_dist': 6443, 'Right_wheel_dist': 2806, 'IMU_roll': 0.00, 'IMU_pitch': 0.01, 'IMU_yaw': 3.49, 'IMU_Acc_x': 0.09, 'IMU_Acc_y': -0.11, 'IMU_Acc_z': 9.81, 'Loop_dt': 20, 'Acc_Accu': 9}
{'Time': 33470, 'Left_wheel_dist': 6432, 'Right_wheel_dist': 2799, 'IMU_roll': -0.01, 'IMU_pitch': 0.05, 'IMU_yaw': 3.51, 'IMU_Acc_x': 0.34, 'IMU_Acc_y': -0.05, 'IMU_Acc_z': 9.80, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 33576, 'Left_wheel_dist': 6426, 'Right_wheel_dist': 2797, 'IMU_roll': 0.01, 'IMU_pitch': 0.04, 'IMU_yaw': 3.48, 'IMU_Acc_x': 0.41, 'IMU_Acc_y': 0.06, 'IMU_Acc_z': 9.78, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 33674, 'Left_wheel_dist': 6426, 'Right_wheel_dist': 2797, 'IMU_roll': 0.01, 'IMU_pitch': 0.03, 'IMU_yaw': 3.48, 'IMU_Acc_x': 0.39, 'IMU_Acc_y': 0.10, 'IMU_Acc_z': 9.79, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 33771, 'Left_wheel_dist': 6426, 'Right_wheel_dist': 2797, 'IMU_roll': -0.01, 'IMU_pitch': -0.00, 'IMU_yaw': 3.48, 'IMU_Acc_x': 0.02, 'IMU_Acc_y': -0.15, 'IMU_Acc_z': 9.79, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 33876, 'Left_wheel_dist': 6426, 'Right_wheel_dist': 2797, 'IMU_roll': -0.01, 'IMU_pitch': 0.01, 'IMU_yaw': 3.49, 'IMU_Acc_x': -0.06, 'IMU_Acc_y': -0.03, 'IMU_Acc_z': 9.79, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 33972, 'Left_wheel_dist': 6426, 'Right_wheel_dist': 2797, 'IMU_roll': -0.01, 'IMU_pitch': 0.01, 'IMU_yaw': 3.49, 'IMU_Acc_x': 0.05, 'IMU_Acc_y': -0.07, 'IMU_Acc_z': 9.80, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 34077, 'Left_wheel_dist': 6426, 'Right_wheel_dist': 2797, 'IMU_roll': 0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.47, 'IMU_Acc_x': 0.02, 'IMU_Acc_y': -0.07, 'IMU_Acc_z': 9.77, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 34174, 'Left_wheel_dist': 6426, 'Right_wheel_dist': 2797, 'IMU_roll': 0.00, 'IMU_pitch': 0.01, 'IMU_yaw': 3.49, 'IMU_Acc_x': 0.14, 'IMU_Acc_y': -0.01, 'IMU_Acc_z': 9.79, 'Loop_dt': 19, 'Acc_Accu': 9}
{'Time': 34271, 'Left_wheel_dist': 6426, 'Right_wheel_dist': 2797, 'IMU_roll': -0.02, 'IMU_pitch': 0.00, 'IMU_yaw': 3.50, 'IMU_Acc_x': 0.03, 'IMU_Acc_y': -0.08, 'IMU_Acc_z': 9.78, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 34375, 'Left_wheel_dist': 6426, 'Right_wheel_dist': 2797, 'IMU_roll': -0.00, 'IMU_pitch': 0.02, 'IMU_yaw': 3.48, 'IMU_Acc_x': 0.01, 'IMU_Acc_y': -0.02, 'IMU_Acc_z': 9.79, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 34472, 'Left_wheel_dist': 6426, 'Right_wheel_dist': 2797, 'IMU_roll': -0.00, 'IMU_pitch': 0.00, 'IMU_yaw': 3.49, 'IMU_Acc_x': 0.08, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.80, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 34570, 'Left_wheel_dist': 6426, 'Right_wheel_dist': 2797, 'IMU_roll': -0.01, 'IMU_pitch': 0.01, 'IMU_yaw': 3.47, 'IMU_Acc_x': 0.01, 'IMU_Acc_y': -0.05, 'IMU_Acc_z': 9.81, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 34675, 'Left_wheel_dist': 6423, 'Right_wheel_dist': 2795, 'IMU_roll': -0.00, 'IMU_pitch': -0.03, 'IMU_yaw': 3.48, 'IMU_Acc_x': -0.04, 'IMU_Acc_y': -0.03, 'IMU_Acc_z': 9.81, 'Loop_dt': 18, 'Acc_Accu': 10}
{'Time': 34775, 'Left_wheel_dist': 6419, 'Right_wheel_dist': 2793, 'IMU_roll': -0.02, 'IMU_pitch': -0.03, 'IMU_yaw': 3.46, 'IMU_Acc_x': -0.22, 'IMU_Acc_y': -0.17, 'IMU_Acc_z': 9.80, 'Loop_dt': 20, 'Acc_Accu': 9}
{'Time': 34873, 'Left_wheel_dist': 6410, 'Right_wheel_dist': 2788, 'IMU_roll': -0.03, 'IMU_pitch': -0.01, 'IMU_yaw': 3.46, 'IMU_Acc_x': -0.34, 'IMU_Acc_y': -0.15, 'IMU_Acc_z': 9.78, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 34972, 'Left_wheel_dist': 6399, 'Right_wheel_dist': 2780, 'IMU_roll': -0.00, 'IMU_pitch': -0.03, 'IMU_yaw': 3.45, 'IMU_Acc_x': -0.32, 'IMU_Acc_y': -0.10, 'IMU_Acc_z': 9.77, 'Loop_dt': 18, 'Acc_Accu': 9}
{'Time': 35072, 'Left_wheel_dist': 6384, 'Right_wheel_dist': 2767, 'IMU_roll': -0.00, 'IMU_pitch': -0.01, 'IMU_yaw': 3.45, 'IMU_Acc_x': -0.31, 'IMU_Acc_y': -0.06, 'IMU_Acc_z': 9.79, 'Loop_dt': 19, 'Acc_Accu': 9}
